cluster,seq_num,fm_num,gn_num,fm_rate,gn_rate,major_family,major_genus,cutoff,positive,negative,Segment
cluster836,2,1,1,{'Botourmiaviridae': 1.0},{'Gammascleroulivirus': 1.0},Botourmiaviridae,Gammascleroulivirus,347.49,1207.8,251.9,complete
cluster837,3,1,1,{'Botourmiaviridae': 1.0},{'Deltascleroulivirus': 1.0},Botourmiaviridae,Deltascleroulivirus,298.7,1323.8,184.8,complete
cluster838,20,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,601.93,673.3,594.0,complete
cluster839,20,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,458.32,613.3,441.1,complete
cluster840,20,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,3176.9,3624.2,3127.2,complete
cluster841,8,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,75.38,382.1,41.3,complete
cluster842,8,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,121.45,414.4,88.9,complete
cluster843,7,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,58.94,337.4,28.0,complete
cluster844,6,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,96.85,353.8,68.3,complete
cluster845,4,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,79.96,341.5,50.9,complete
cluster846,2,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,60.94,474.4,15.0,complete
cluster847,2,1,1,{'Rhabdoviridae': 1.0},{'Vesiculovirus': 1.0},Rhabdoviridae,Vesiculovirus,80.19,494.1,34.2,complete
cluster848,4,1,1,{'Artoviridae': 1.0},{'Peropuvirus': 1.0},Artoviridae,Peropuvirus,1611.8,3563.0,1395.0,complete
cluster849,2,1,1,{'Artoviridae': 1.0},{'Peropuvirus': 1.0},Artoviridae,Peropuvirus,247.02,1134.6,148.4,complete
cluster850,3,1,1,{'Rhabdoviridae': 1.0},{'Perhabdovirus': 1.0},Rhabdoviridae,Perhabdovirus,470.64,902.1,422.7,complete
cluster851,3,1,1,{'Rhabdoviridae': 1.0},{'Perhabdovirus': 1.0},Rhabdoviridae,Perhabdovirus,93.71,572.6,40.5,complete
cluster852,3,1,1,{'Rhabdoviridae': 1.0},{'Perhabdovirus': 1.0},Rhabdoviridae,Perhabdovirus,164.99,445.7,133.8,complete
cluster853,3,1,1,{'Rhabdoviridae': 1.0},{'Perhabdovirus': 1.0},Rhabdoviridae,Perhabdovirus,451.87,1047.4,385.7,complete
cluster854,3,1,1,{'Rhabdoviridae': 1.0},{'Perhabdovirus': 1.0},Rhabdoviridae,Perhabdovirus,3078.66,4548.9,2915.3,complete
cluster855,2,1,1,{'Lispiviridae': 1.0},{'Copasivirus': 1.0},Lispiviridae,Copasivirus,2181.0,4519.2,1921.2,complete
cluster856,3,1,1,{'Secoviridae': 1.0},{'Sequivirus': 1.0},Secoviridae,Sequivirus,1134.64,5765.5,620.1,complete
cluster857,21,1,1,{'Solemoviridae': 1.0},{'Sobemovirus': 1.0},Solemoviridae,Sobemovirus,311.53,549.4,285.1,complete
cluster858,18,1,1,{'Solemoviridae': 1.0},{'Sobemovirus': 1.0},Solemoviridae,Sobemovirus,169.42,555.7,126.5,complete
cluster859,9,1,1,{'Solemoviridae': 1.0},{'Sobemovirus': 1.0},Solemoviridae,Sobemovirus,184.66,272.5,174.9,complete
cluster860,3,1,1,{'Solemoviridae': 1.0},{'Sobemovirus': 1.0},Solemoviridae,Sobemovirus,147.27,1046.1,47.4,complete
cluster861,3,1,1,{'Solemoviridae': 1.0},{'Sobemovirus': 1.0},Solemoviridae,Sobemovirus,98.59,327.1,73.2,complete
cluster862,3,1,1,{'Solemoviridae': 1.0},{'Sobemovirus': 1.0},Solemoviridae,Sobemovirus,99.76,205.6,88.0,complete
cluster863,3,1,1,{'Solemoviridae': 1.0},{'Sobemovirus': 1.0},Solemoviridae,Sobemovirus,111.07,342.1,85.4,complete
cluster864,2,1,1,{'Solemoviridae': 1.0},{'Sobemovirus': 1.0},Solemoviridae,Sobemovirus,150.78,489.9,113.1,complete
cluster865,3,1,1,{'Chuviridae': 1.0},{'Odonatavirus': 1.0},Chuviridae,Odonatavirus,1538.42,4774.1,1178.9,complete
cluster866,3,1,1,{'Chuviridae': 1.0},{'Odonatavirus': 1.0},Chuviridae,Odonatavirus,529.35,1377.6,435.1,complete
cluster867,3,1,1,{'Chuviridae': 1.0},{'Odonatavirus': 1.0},Chuviridae,Odonatavirus,238.9,922.0,163.0,complete
cluster868,2,1,1,{'Chuviridae': 1.0},{'Odonatavirus': 1.0},Chuviridae,Odonatavirus,27.85,278.5,0.0,complete
cluster869,19,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,2694.62,3400.4,2616.2,complete
cluster870,18,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,506.74,588.1,497.7,complete
cluster871,17,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,302.61,660.0,262.9,complete
cluster872,7,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,100.61,258.2,83.1,complete
cluster873,6,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,113.2,289.6,93.6,complete
cluster874,6,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,27.03,270.3,0.0,complete
cluster875,5,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,31.21,312.1,0.0,complete
cluster876,5,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,60.48,336.6,29.8,complete
cluster877,5,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,55.23,361.5,21.2,complete
cluster878,5,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,40.04,278.9,13.5,complete
cluster879,4,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,40.43,404.3,0.0,complete
cluster880,4,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,30.94,309.4,0.0,complete
cluster881,4,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,25.88,258.8,0.0,complete
cluster882,4,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,121.89,312.6,100.7,complete
cluster883,2,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,45.45,235.8,24.3,complete
cluster884,2,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,236.86,1082.5,142.9,complete
cluster885,2,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,42.37,423.7,0.0,complete
cluster886,2,1,1,{'Rhabdoviridae': 1.0},{'Hapavirus': 1.0},Rhabdoviridae,Hapavirus,32.01,320.1,0.0,complete
cluster887,9,1,1,{'Tobaniviridae': 1.0},{'Torovirus': 1.0},Tobaniviridae,Torovirus,2092.34,7369.4,1506.0,complete
cluster888,4,1,1,{'Tobaniviridae': 1.0},{'Torovirus': 1.0},Tobaniviridae,Torovirus,337.42,3374.2,0.0,complete
cluster889,4,1,1,{'Tobaniviridae': 1.0},{'Torovirus': 1.0},Tobaniviridae,Torovirus,58.03,432.7,16.4,complete
cluster890,4,1,1,{'Tobaniviridae': 1.0},{'Torovirus': 1.0},Tobaniviridae,Torovirus,266.45,869.0,199.5,complete
cluster891,4,1,1,{'Tobaniviridae': 1.0},{'Torovirus': 1.0},Tobaniviridae,Torovirus,38.57,319.1,7.4,complete
cluster892,2,1,1,{'Tobaniviridae': 1.0},{'Torovirus': 1.0},Tobaniviridae,Torovirus,55.2,552.0,0.0,complete
cluster893,13,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,543.04,1385.8,449.4,complete
cluster894,7,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,151.46,665.0,94.4,complete
cluster895,6,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,31.3,313.0,0.0,complete
cluster896,4,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,143.97,1280.4,17.7,complete
cluster897,3,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,145.89,948.6,56.7,complete
cluster898,3,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,44.43,310.2,14.9,complete
cluster899,3,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,44.09,440.9,0.0,complete
cluster900,3,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,202.75,1897.9,14.4,complete
cluster901,2,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,149.08,922.0,63.2,complete
cluster902,2,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,229.69,2122.3,19.4,complete
cluster903,2,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,60.42,509.7,10.5,complete
cluster904,2,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,181.3,1592.5,24.5,complete
cluster905,2,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,34.25,211.1,14.6,complete
cluster906,2,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,214.04,1826.3,34.9,complete
cluster907,2,1,1,{'Retroviridae': 1.0},{'Lentivirus': 1.0},Retroviridae,Lentivirus,21.15,211.5,0.0,complete
cluster908,8,1,1,{'Dicistroviridae': 1.0},{'Cripavirus': 1.0},Dicistroviridae,Cripavirus,622.89,995.4,581.5,complete
cluster909,7,1,1,{'Dicistroviridae': 1.0},{'Cripavirus': 1.0},Dicistroviridae,Cripavirus,1049.58,2586.6,878.8,complete
cluster910,14,1,1,{'Tymoviridae': 1.0},{'Tymovirus': 1.0},Tymoviridae,Tymovirus,2226.13,2806.9,2161.6,complete
cluster911,14,1,1,{'Tymoviridae': 1.0},{'Tymovirus': 1.0},Tymoviridae,Tymovirus,154.42,236.5,145.3,complete
cluster912,6,1,1,{'Tymoviridae': 1.0},{'Tymovirus': 1.0},Tymoviridae,Tymovirus,143.33,233.6,133.3,complete
cluster913,3,1,1,{'Tymoviridae': 1.0},{'Tymovirus': 1.0},Tymoviridae,Tymovirus,33.51,335.1,0.0,complete
cluster914,2,1,1,{'Tymoviridae': 1.0},{'Tymovirus': 1.0},Tymoviridae,Tymovirus,56.93,443.3,14.0,complete
cluster915,2,1,1,{'Tymoviridae': 1.0},{'Tymovirus': 1.0},Tymoviridae,Tymovirus,15.95,159.5,0.0,complete
cluster916,2,1,1,{'Tymoviridae': 1.0},{'Tymovirus': 1.0},Tymoviridae,Tymovirus,31.34,313.4,0.0,complete
cluster917,14,1,1,{'Tymoviridae': 1.0},{'Marafivirus': 1.0},Tymoviridae,Marafivirus,2551.33,3006.1,2500.8,complete
cluster918,5,1,1,{'Lispiviridae': 1.0},{'Arlivirus': 1.0},Lispiviridae,Arlivirus,2162.06,3197.6,2047.0,complete
cluster919,2,1,1,{'Lispiviridae': 1.0},{'Arlivirus': 1.0},Lispiviridae,Arlivirus,275.72,1249.7,167.5,complete
cluster920,2,1,1,{'Lispiviridae': 1.0},{'Arlivirus': 1.0},Lispiviridae,Arlivirus,256.76,1142.9,158.3,complete
cluster921,4,1,1,{'Rhabdoviridae': 1.0},{'Tupavirus': 1.0},Rhabdoviridae,Tupavirus,436.56,825.0,393.4,complete
cluster922,4,1,1,{'Rhabdoviridae': 1.0},{'Tupavirus': 1.0},Rhabdoviridae,Tupavirus,58.58,278.0,34.2,complete
cluster923,4,1,1,{'Rhabdoviridae': 1.0},{'Tupavirus': 1.0},Rhabdoviridae,Tupavirus,275.14,850.6,211.2,complete
cluster924,4,1,1,{'Rhabdoviridae': 1.0},{'Tupavirus': 1.0},Rhabdoviridae,Tupavirus,2479.25,4112.3,2297.8,complete
cluster925,3,1,1,{'Rhabdoviridae': 1.0},{'Tupavirus': 1.0},Rhabdoviridae,Tupavirus,54.78,547.8,0.0,complete
cluster926,3,1,1,{'Betaflexiviridae': 1.0},{'Chordovirus': 1.0},Betaflexiviridae,Chordovirus,1348.67,3706.4,1086.7,complete
cluster927,3,1,1,{'Betaflexiviridae': 1.0},{'Chordovirus': 1.0},Betaflexiviridae,Chordovirus,179.97,680.1,124.4,complete
cluster928,3,1,1,{'Betaflexiviridae': 1.0},{'Chordovirus': 1.0},Betaflexiviridae,Chordovirus,86.22,326.7,59.5,complete
cluster929,3,1,1,{'Betaflexiviridae': 1.0},{'Chordovirus': 1.0},Betaflexiviridae,Chordovirus,23.19,150.0,9.1,complete
cluster930,2,1,1,{'Betaflexiviridae': 1.0},{'Banmivirus': 1.0},Betaflexiviridae,Banmivirus,1428.16,3816.4,1162.8,complete
cluster931,2,1,1,{'Betaflexiviridae': 1.0},{'Banmivirus': 1.0},Betaflexiviridae,Banmivirus,186.09,438.9,158.0,complete
cluster932,2,1,1,{'Betaflexiviridae': 1.0},{'Banmivirus': 1.0},Betaflexiviridae,Banmivirus,49.08,132.6,39.8,complete
cluster933,2,1,1,{'Betaflexiviridae': 1.0},{'Banmivirus': 1.0},Betaflexiviridae,Banmivirus,211.14,511.2,177.8,complete
cluster934,2,1,1,{'Mymonaviridae': 1.0},{'Hubramonavirus': 1.0},Mymonaviridae,Hubramonavirus,62.43,509.1,12.8,complete
cluster935,2,1,1,{'Mymonaviridae': 1.0},{'Hubramonavirus': 1.0},Mymonaviridae,Hubramonavirus,369.74,893.9,311.5,complete
cluster936,2,1,1,{'Mymonaviridae': 1.0},{'Hubramonavirus': 1.0},Mymonaviridae,Hubramonavirus,61.56,382.5,25.9,complete
cluster937,2,1,1,{'Mymonaviridae': 1.0},{'Hubramonavirus': 1.0},Mymonaviridae,Hubramonavirus,48.59,350.0,15.1,complete
cluster938,2,1,1,{'Mymonaviridae': 1.0},{'Hubramonavirus': 1.0},Mymonaviridae,Hubramonavirus,1779.66,4317.3,1497.7,complete
cluster939,8,1,1,{'Tombusviridae': 1.0},{'Alphacarmovirus': 1.0},Tombusviridae,Alphacarmovirus,191.79,343.8,174.9,complete
cluster940,8,1,1,{'Tombusviridae': 1.0},{'Alphacarmovirus': 1.0},Tombusviridae,Alphacarmovirus,711.17,908.0,689.3,complete
cluster941,8,1,1,{'Tombusviridae': 1.0},{'Alphacarmovirus': 1.0},Tombusviridae,Alphacarmovirus,340.21,476.2,325.1,complete
cluster942,4,1,1,{'Tombusviridae': 1.0},{'Alphacarmovirus': 1.0},Tombusviridae,Alphacarmovirus,52.55,104.3,46.8,complete
cluster943,2,1,1,{'Xinmoviridae': 1.0},{'Anphevirus': 1.0},Xinmoviridae,Anphevirus,1931.87,3640.7,1742.0,complete
cluster944,5,1,1,{'Marnaviridae': 1.0},{'Sogarnavirus': 1.0},Marnaviridae,Sogarnavirus,1541.15,2490.2,1435.7,complete
cluster945,5,1,1,{'Marnaviridae': 1.0},{'Sogarnavirus': 1.0},Marnaviridae,Sogarnavirus,975.69,1250.1,945.2,complete
cluster946,3,1,1,{'Rhabdoviridae': 1.0},{'Caligrhavirus': 1.0},Rhabdoviridae,Caligrhavirus,255.81,742.8,201.7,complete
cluster947,3,1,1,{'Rhabdoviridae': 1.0},{'Caligrhavirus': 1.0},Rhabdoviridae,Caligrhavirus,2381.87,3997.1,2202.4,complete
cluster948,2,1,1,{'Picornaviridae': 1.0},{'Rabovirus': 1.0},Picornaviridae,Rabovirus,3783.36,5201.4,3625.8,complete
cluster949,4,1,1,{'Paramyxoviridae': 1.0},{'Narmovirus': 1.0},Paramyxoviridae,Narmovirus,583.15,890.5,549.0,complete
cluster950,4,1,1,{'Paramyxoviridae': 1.0},{'Narmovirus': 1.0},Paramyxoviridae,Narmovirus,210.08,750.8,150.0,complete
cluster951,4,1,1,{'Paramyxoviridae': 1.0},{'Narmovirus': 1.0},Paramyxoviridae,Narmovirus,502.51,680.8,482.7,complete
cluster952,4,1,1,{'Paramyxoviridae': 1.0},{'Narmovirus': 1.0},Paramyxoviridae,Narmovirus,595.11,907.5,560.4,complete
cluster953,4,1,1,{'Paramyxoviridae': 1.0},{'Narmovirus': 1.0},Paramyxoviridae,Narmovirus,3168.11,4160.9,3057.8,complete
cluster954,3,1,1,{'Paramyxoviridae': 1.0},{'Narmovirus': 1.0},Paramyxoviridae,Narmovirus,228.75,1062.6,136.1,complete
cluster955,4,1,1,{'Hantaviridae': 1.0},{'Actinovirus': 1.0},Hantaviridae,Actinovirus,1359.58,2972.2,1180.4,L
cluster956,5,1,1,{'Rhabdoviridae': 1.0},{'Dichorhavirus': 1.0},Rhabdoviridae,Dichorhavirus,192.91,820.3,123.2,1
cluster957,5,1,1,{'Rhabdoviridae': 1.0},{'Dichorhavirus': 1.0},Rhabdoviridae,Dichorhavirus,36.54,365.4,0.0,1
cluster958,5,1,1,{'Rhabdoviridae': 1.0},{'Dichorhavirus': 1.0},Rhabdoviridae,Dichorhavirus,63.36,633.6,0.0,1
cluster959,5,1,1,{'Rhabdoviridae': 1.0},{'Dichorhavirus': 1.0},Rhabdoviridae,Dichorhavirus,29.4,294.0,0.0,1
cluster960,5,1,1,{'Rhabdoviridae': 1.0},{'Dichorhavirus': 1.0},Rhabdoviridae,Dichorhavirus,1277.7,3669.9,1011.9,2
cluster961,4,1,1,{'Rhabdoviridae': 1.0},{'Dichorhavirus': 1.0},Rhabdoviridae,Dichorhavirus,159.23,855.2,81.9,1
cluster962,10,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,163.32,1483.8,16.6,1
cluster963,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,107.49,1074.9,0.0,4
cluster964,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,164.82,1619.4,3.2,2
cluster965,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,61.65,510.3,11.8,8
cluster966,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,123.09,1120.2,12.3,3
cluster967,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,110.61,1010.7,10.6,4
cluster968,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,65.28,652.8,0.0,6
cluster969,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,40.42,404.2,0.0,7
cluster970,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,49.82,498.2,0.0,8
cluster971,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,103.43,1034.3,0.0,3
cluster972,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,65.07,650.7,0.0,6
cluster973,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,38.19,381.9,0.0,9
cluster974,5,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,149.51,1495.1,0.0,2
cluster975,3,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,88.17,423.6,50.9,5
cluster976,3,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,43.71,307.5,14.4,11
cluster977,3,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,28.94,289.4,0.0,11
cluster978,3,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,52.2,387.9,14.9,7
cluster979,2,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,38.93,389.3,0.0,10
cluster980,2,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,47.76,477.6,0.0,9
cluster981,2,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,50.13,501.3,0.0,9
cluster982,2,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,84.79,739.9,12.0,"{'7', '8'}"
cluster983,2,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,26.24,262.4,0.0,11
cluster984,2,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,36.68,366.8,0.0,10
cluster985,2,1,1,{'Sedoreoviridae': 1.0},{'Rotavirus': 1.0},Sedoreoviridae,Rotavirus,60.03,600.3,0.0,5
cluster986,2,1,1,{'Mayoviridae': 1.0},{'Pteridovirus': 1.0},Mayoviridae,Pteridovirus,1195.6,3910.0,894.0,1
cluster987,2,1,1,{'Birnaviridae': 1.0},{'Blosnavirus': 1.0},Birnaviridae,Blosnavirus,1069.28,1899.8,977.0,B
cluster988,2,1,1,{'Birnaviridae': 1.0},{'Blosnavirus': 1.0},Birnaviridae,Blosnavirus,854.97,2186.7,707.0,A
cluster989,23,1,1,{'Endornaviridae': 1.0},{'Alphaendornavirus': 1.0},Endornaviridae,Alphaendornavirus,645.35,2389.1,451.6,complete
cluster990,18,1,1,{'Rhabdoviridae': 1.0},{'Lyssavirus': 1.0},Rhabdoviridae,Lyssavirus,701.36,953.0,673.4,complete
cluster991,18,1,1,{'Rhabdoviridae': 1.0},{'Lyssavirus': 1.0},Rhabdoviridae,Lyssavirus,165.28,416.2,137.4,complete
cluster992,18,1,1,{'Rhabdoviridae': 1.0},{'Lyssavirus': 1.0},Rhabdoviridae,Lyssavirus,201.45,410.7,178.2,complete
cluster993,18,1,1,{'Rhabdoviridae': 1.0},{'Lyssavirus': 1.0},Rhabdoviridae,Lyssavirus,581.63,859.1,550.8,complete
cluster994,18,1,1,{'Rhabdoviridae': 1.0},{'Lyssavirus': 1.0},Rhabdoviridae,Lyssavirus,3626.13,4306.8,3550.5,complete
cluster995,2,1,1,{'Rhabdoviridae': 1.0},{'Lyssavirus': 1.0},Rhabdoviridae,Lyssavirus,23.75,119.6,13.1,complete
cluster996,7,1,1,{'Potyviridae': 1.0},{'Macluravirus': 1.0},Potyviridae,Macluravirus,4565.12,4652.6,4555.4,complete
cluster997,2,1,1,{'Potyviridae': 1.0},{'Roymovirus': 1.0},Potyviridae,Roymovirus,1973.48,6754.1,1442.3,complete
cluster998,2,1,1,{'Potyviridae': 1.0},{'Arepavirus': 1.0},Potyviridae,Arepavirus,1972.64,6991.4,1415.0,complete
cluster999,9,1,1,{'Paramyxoviridae': 1.0},{'Orthorubulavirus': 1.0},Paramyxoviridae,Orthorubulavirus,750.98,839.0,741.2,complete
cluster1000,9,1,1,{'Paramyxoviridae': 1.0},{'Orthorubulavirus': 1.0},Paramyxoviridae,Orthorubulavirus,188.2,219.7,184.7,complete
cluster1001,9,1,1,{'Paramyxoviridae': 1.0},{'Orthorubulavirus': 1.0},Paramyxoviridae,Orthorubulavirus,514.7,593.0,506.0,complete
cluster1002,9,1,1,{'Paramyxoviridae': 1.0},{'Orthorubulavirus': 1.0},Paramyxoviridae,Orthorubulavirus,598.95,774.9,579.4,complete
cluster1003,9,1,1,{'Paramyxoviridae': 1.0},{'Orthorubulavirus': 1.0},Paramyxoviridae,Orthorubulavirus,535.72,852.7,500.5,complete
cluster1004,9,1,1,{'Paramyxoviridae': 1.0},{'Orthorubulavirus': 1.0},Paramyxoviridae,Orthorubulavirus,3392.05,3988.3,3325.8,complete
cluster1005,7,1,1,{'Paramyxoviridae': 1.0},{'Orthorubulavirus': 1.0},Paramyxoviridae,Orthorubulavirus,153.49,294.7,137.8,complete
cluster1006,2,1,1,{'Paramyxoviridae': 1.0},{'Orthorubulavirus': 1.0},Paramyxoviridae,Orthorubulavirus,8.53,85.3,0.0,complete
cluster1007,2,1,1,{'Rhabdoviridae': 1.0},{'Barhavirus': 1.0},Rhabdoviridae,Barhavirus,339.61,1145.2,250.1,complete
cluster1008,2,1,1,{'Rhabdoviridae': 1.0},{'Barhavirus': 1.0},Rhabdoviridae,Barhavirus,90.47,712.1,21.4,complete
cluster1009,2,1,1,{'Rhabdoviridae': 1.0},{'Barhavirus': 1.0},Rhabdoviridae,Barhavirus,145.71,489.6,107.5,complete
cluster1010,2,1,1,{'Rhabdoviridae': 1.0},{'Barhavirus': 1.0},Rhabdoviridae,Barhavirus,478.05,1336.2,382.7,complete
cluster1011,2,1,1,{'Rhabdoviridae': 1.0},{'Barhavirus': 1.0},Rhabdoviridae,Barhavirus,2982.89,5123.9,2745.0,complete
cluster1012,10,1,1,{'Tombusviridae': 1.0},{'Umbravirus': 1.0},Tombusviridae,Umbravirus,499.64,592.7,489.3,complete
cluster1013,9,1,1,{'Tombusviridae': 1.0},{'Umbravirus': 1.0},Tombusviridae,Umbravirus,30.79,307.9,0.0,complete
cluster1014,7,1,1,{'Tombusviridae': 1.0},{'Umbravirus': 1.0},Tombusviridae,Umbravirus,162.94,347.8,142.4,complete
cluster1015,5,1,1,{'Closteroviridae': 1.0},{'Velarivirus': 1.0},Closteroviridae,Velarivirus,1326.66,3233.4,1114.8,complete
cluster1016,5,1,1,{'Closteroviridae': 1.0},{'Velarivirus': 1.0},Closteroviridae,Velarivirus,755.49,934.5,735.6,complete
cluster1017,5,1,1,{'Closteroviridae': 1.0},{'Velarivirus': 1.0},Closteroviridae,Velarivirus,599.08,897.7,565.9,complete
cluster1018,5,1,1,{'Closteroviridae': 1.0},{'Velarivirus': 1.0},Closteroviridae,Velarivirus,252.59,714.2,201.3,complete
cluster1019,4,1,1,{'Closteroviridae': 1.0},{'Velarivirus': 1.0},Closteroviridae,Velarivirus,134.08,463.3,97.5,complete
cluster1020,3,1,1,{'Closteroviridae': 1.0},{'Velarivirus': 1.0},Closteroviridae,Velarivirus,169.34,1084.1,67.7,complete
cluster1021,2,1,1,{'Fiersviridae': 1.0},{'Pepevirus': 1.0},Fiersviridae,Pepevirus,136.73,896.6,52.3,complete
cluster1022,2,1,1,{'Fiersviridae': 1.0},{'Pepevirus': 1.0},Fiersviridae,Pepevirus,38.72,241.4,16.2,complete
cluster1023,2,1,1,{'Fiersviridae': 1.0},{'Pepevirus': 1.0},Fiersviridae,Pepevirus,313.56,1074.6,229.0,complete
